relay,slot,block_hash,builder_pubkey,value,gas_used,gas_limit
flashbots,10977972,0x73dead2216114917075be8121e7d7fea6875538c19388169ff5e30f07d9647a5,0xa9bd259c09a526915575d096fd659d1e207caa94c7f92d584d256a5090dd5d81369e8fe67b8cc89b87199084aa42e20a,42745199891483392,6845287,30739158
flashbots,10977971,0xe674a8d63bbf2e967aa7a33056064067d4d0575e3ef0562031e5d8a29ac35bae,0xb26f96664274e15fb6fcda862302e47de7e0e2a6687f8349327a9846043e42596ec44af676126e2cacbdd181f548e681,721494511047287048,30706475,30709170
flashbots,10977948,0xecc4e627419020a2c7223d37eb90b6970a937b8951855f44e69be789bf5ea528,0xa2d994ea26d7c3b94b444fc2f2a6070d5cc8164e51d1a5c65db8ad6381ba5fc5e0eb3aa088b46e8da96b5167f9b97569,55228737122916148,8641831,30559930
flashbots,10977947,0x1e8e9833a805deb95d19c0e3e1d6a67e0be4710d6350ac13fa0bd94b5530e3b3,0xa2d994ea26d7c3b94b444fc2f2a6070d5cc8164e51d1a5c65db8ad6381ba5fc5e0eb3aa088b46e8da96b5167f9b97569,758483015817877676,5293338,30589801
flashbots,10977932,0xa3d8bdead9cde326722f010c133cd6b5aecd936b74b7b06b90dcaf8a27062df5,0xa21a2f4807a2bcb6b07c10cea241322e0910c30869c1e4eda686b0d69bdcb74d2a140ef994afcf0bb38e0b960df4d2ee,606453998777054321,18551148,30500536
flashbots,10977929,0x34794b3c9e99bb18d32e9f5e26d7d32d7e69b2d804cd34caa15e1d88440de022,0xa21a2f4807a2bcb6b07c10cea241322e0910c30869c1e4eda686b0d69bdcb74d2a140ef994afcf0bb38e0b960df4d2ee,268070834512159122,30525339,30530378
flashbots,10977927,0x7c0ee730100c31a30115913188da08c129e74ca8c83b2f8f1ac6fc18e0ce08fd,0xa21a2f4807a2bcb6b07c10cea241322e0910c30869c1e4eda686b0d69bdcb74d2a140ef994afcf0bb38e0b960df4d2ee,464080884246168122,12545703,30530407
flashbots,10977926,0x90d911c3b37909589e00f81e901c00cfd6f007ea6ca36e0eafb877c54f651fde,0x840c9dafb68f5cd460b5d5677b85114e89187e7c890f11a8c5fc4a3e4f4aa74136ef0fcd62cf7de9741afcf7d4d3360d,216324894906271669,10481573,30560249
flashbots,10977923,0xefc9547de2c9a2b7acfd77f751cd9af2d9783c924cb8e36f7fc8a3acdd816f78,0x840c9dafb68f5cd460b5d5677b85114e89187e7c890f11a8c5fc4a3e4f4aa74136ef0fcd62cf7de9741afcf7d4d3360d,274075799704925108,1851225,30590151
flashbots,10977922,0xa159643e78f021bcc520b1f6e5b2c2afc40efc60cb54d6b591ae05fd342be600,0x83bee51799e65130296f5d60ce7d78119578db6045c3c3631980514abae0be0f9b65fe82eb0c9a79d6d99030112c874c,23732428145968861184,8459721,30560308
flashbots,10977921,0xc190ecbdabb4f9fc2ff5bf9bdb28797c154bf224f98d8703f91acddb2631773e,0xb26f96664274e15fb6fcda862302e47de7e0e2a6687f8349327a9846043e42596ec44af676126e2cacbdd181f548e681,69205988133526074,30525980,30530495
flashbots,10977916,0xcd47602b8c1ba29d6535e32ad044debbf2b8648b2c53b91534398679aafed723,0xa2d994ea26d7c3b94b444fc2f2a6070d5cc8164e51d1a5c65db8ad6381ba5fc5e0eb3aa088b46e8da96b5167f9b97569,1854316764876740323,9234209,30560396
flashbots,10977909,0xb7655aea01587476254d6521ab9adfb5883e517f85796f29df57e572f4747662,0x840c9dafb68f5cd460b5d5677b85114e89187e7c890f11a8c5fc4a3e4f4aa74136ef0fcd62cf7de9741afcf7d4d3360d,1991404262751756401,8827847,30530670
flashbots,10977908,0xd2af710358ef3709eb31a71167b294dc3082a8f54b7c884dbc4f64f19ae76b78,0xaaf294c49fe14a402c7ffba447ec001032a8e9ff4cb4723c2f62aa0e76a707c7acb0abf545116c8221db50fed0d0d25c,2051824845056724540,6265325,30560513
flashbots,10977905,0x1e2c0304c3ccee900d64443d6e263046816177669123127772982f55fb8267f6,0xa00002326e62d66f690e457595023fa44699e4237fc4cc36eed5e4937f19398fc1452be33d2b2f553693e9eda2d26618,169902994781511712,9727510,30471159
flashbots,10977894,0x9287bb74bdc008dbdbcb586b5121467c3256c04ee1170033e718d04c6efa211d,0x840c9dafb68f5cd460b5d5677b85114e89187e7c890f11a8c5fc4a3e4f4aa74136ef0fcd62cf7de9741afcf7d4d3360d,4650158319402719580,11877871,30560717
flashbots,10977879,0xb36d83be3104453a7b17d751f7c31063bd7eab880912aa10a19301f6f17994c6,0x93582c97ac58670ba118aae52cf6355d8c680a2a538bf77c90873e3fe7ddc0a6dd231e2e2ea06bdc07e9b160883512a3,877673815975110478,7499394,30382384
flashbots,10977877,0xa5fae11f151ce76d29984cdaf17da9e84fd2fe0bedf218d9e557dee1a5c05fda,0xb67eaa5efcfa1d17319c344e1e5167811afbfe7922a2cf01c9a361f465597a5dc3a5472bd98843bac88d2541a78eab08,69771266457108326,18494928,30382413
flashbots,10977874,0x9ef3d6b0489f5031830c892d2e174f858d227e98063b5f3520e2f765900baf38,0xb67eaa5efcfa1d17319c344e1e5167811afbfe7922a2cf01c9a361f465597a5dc3a5472bd98843bac88d2541a78eab08,314731436914443625,16223472,30412140
flashbots,10977873,0x48a9f56c91367bb171aa9cd2b3f42af7afe9c5235f4e443b0b8172ad3cd39136,0xb67eaa5efcfa1d17319c344e1e5167811afbfe7922a2cf01c9a361f465597a5dc3a5472bd98843bac88d2541a78eab08,303661450488612008,30379451,30382471
flashbots,10977871,0xdb74bcf0ba483b72a1323a96b587c2af56dad846745cfe336301497cbac2b7d0,0xa21a2f4807a2bcb6b07c10cea241322e0910c30869c1e4eda686b0d69bdcb74d2a140ef994afcf0bb38e0b960df4d2ee,313380839689224809,14904387,30323220
flashbots,10977870,0xceff9e140810cc34c3c0e7abd0889332c8da20fc7f7ff83595e585114eb350e0,0xacb407cfb554255db2fbbb320f79bb7f1cc1e8d2dc43324e8e31baafd0836340d49c43eebc51828f53bf6d364f9ac207,123398337052994546,7559957,30293638
flashbots,10977867,0xe73a73130b441f9f6f49a32cfc97a426526f2fade45ce4bbfab5ca4021654322,0xb67eaa5efcfa1d17319c344e1e5167811afbfe7922a2cf01c9a361f465597a5dc3a5472bd98843bac88d2541a78eab08,308207957162676092,23644366,30205065
flashbots,10977864,0xc98e4c156604f83eaca5c277912b5b47f86a0732e2fd56ccb576a64c3fc36cb3,0xaaf294c49fe14a402c7ffba447ec001032a8e9ff4cb4723c2f62aa0e76a707c7acb0abf545116c8221db50fed0d0d25c,34678921304115092,7616226,30175627
flashbots,10977859,0xb4f6daef83df7df3b569948e0ec1207b83379fa92afa5fbfb7d617781edc982e,0x93582c97ac58670ba118aae52cf6355d8c680a2a538bf77c90873e3fe7ddc0a6dd231e2e2ea06bdc07e9b160883512a3,87531303119907921,14291086,30146247
flashbots,10977855,0xa9a40a2fce0aa0dcc7bcb834538ebd134fdec28b3fe9af716c92c2c913bacf25,0xa00002326e62d66f690e457595023fa44699e4237fc4cc36eed5e4937f19398fc1452be33d2b2f553693e9eda2d26618,306373513758830750,20558888,30146304
flashbots,10977852,0xc9213cd7a154a0fe9fa54e8a64b789dc3940904b90ba3260a35e1088d503b4b8,0x840c9dafb68f5cd460b5d5677b85114e89187e7c890f11a8c5fc4a3e4f4aa74136ef0fcd62cf7de9741afcf7d4d3360d,81583895489421083,14249852,30234792
flashbots,10977850,0xace1f2916880fc541650b1995d7a6a172b178381266add5ae163420be947cf96,0xa2d994ea26d7c3b94b444fc2f2a6070d5cc8164e51d1a5c65db8ad6381ba5fc5e0eb3aa088b46e8da96b5167f9b97569,86967048040380576,13804567,30234821
flashbots,10977841,0xcfb45bcd2956238376003c603e7827d7cbcf6d5018940dc49a822d3f8c3f7eef,0x81476ce973b358648ef2b990ed3fe9e9b264030116e5f6aa12c1b9f573b7a19ef75b9142426ec3a4e56719659940d224,156736606605261404,2974237,30146506
flashbots,10977834,0x345cf2270b81cda2ca49ef64bc38369c26fc0c8d71433f612599f3e495cdc491,0xa2d994ea26d7c3b94b444fc2f2a6070d5cc8164e51d1a5c65db8ad6381ba5fc5e0eb3aa088b46e8da96b5167f9b97569,336417838976018685,7272003,30176058
flashbots,10977816,0xe95b308b6c6e53c5c41ceb37bc772ffb016d32f0c2a0b903acdbfe019a720737,0xa00003f73b2dd7971dd3030d6af2ba42bdf9cd02197026fee7572f3b8147137cca109048cece90fdd0f73a5d9b5b5e41,609571185148173489,758329,30000000
flashbots,10977796,0x1f24d0396271080168e752f4533e67a5794f5cf6c4d87d8db5528eb63faa2d44,0xb26f96664274e15fb6fcda862302e47de7e0e2a6687f8349327a9846043e42596ec44af676126e2cacbdd181f548e681,133440478526757730,20624258,30029295
flashbots,10977789,0x9b0ae3972eceb5fe99f24ae66d2ca507998a977085963193cbb38b08022456d5,0x83bee51799e65130296f5d60ce7d78119578db6045c3c3631980514abae0be0f9b65fe82eb0c9a79d6d99030112c874c,130745107563891965952,10616290,30000000
flashbots,10977785,0xa776961d47850e86092ced5b1921f74a67b9d1cb8e4d6a47a68ef70494d3ea9a,0xb67eaa5efcfa1d17319c344e1e5167811afbfe7922a2cf01c9a361f465597a5dc3a5472bd98843bac88d2541a78eab08,378874327803047570,10226976,30029295
flashbots,10977765,0xeed1fcec4030538c65c2e6bd030c4411d3cbe1471ee20a0411edfbddcb1f1eb9,0x8bc8d110f8b5207e7edc407e8fa033937ddfe8d2c6f18c12a6171400eb6e04d49238ba2b0a95e633d15558e6a706fbe4,30784738619686357,8848424,30000000
flashbots,10977762,0x60fc61b8df101c5f9eee64bfce120a98245c71a8bf8e7ea898b20a6ab1498467,0xb67eaa5efcfa1d17319c344e1e5167811afbfe7922a2cf01c9a361f465597a5dc3a5472bd98843bac88d2541a78eab08,127643056576826436,30041369,30058476
flashbots,10977760,0x601bc6b137b277cfbc706e7d191034e24304739ea4482b53f8e6ad999c7f0bab,0xa00002326e62d66f690e457595023fa44699e4237fc4cc36eed5e4937f19398fc1452be33d2b2f553693e9eda2d26618,167279041728491627,20786663,30117267
flashbots,10977756,0x912d1f4e25f9e817ae29f38fa439acf6dfe8cee885fec727a1f315e5eb24f132,0xad251e6b9047500c4849d283fe2fdd0f59ebb4750eed883a2fba4fdbef588f13114fe9420f19b1c53968f3a78fdbe930,113666060380633209,2076739,30176202
flashbots,10977733,0x72f164e04c2ac421cf3e4c56d805ead1ac7dfc056736b6f0543a7b13898ba14c,0xad251e6b9047500c4849d283fe2fdd0f59ebb4750eed883a2fba4fdbef588f13114fe9420f19b1c53968f3a78fdbe930,60487884150492193,1103299,30205641
flashbots,10977723,0xb8e83d517661a6ca1b2ec786e1ca9e1838522ed4274bc4186b715fdf878d8bad,0xb67eaa5efcfa1d17319c344e1e5167811afbfe7922a2cf01c9a361f465597a5dc3a5472bd98843bac88d2541a78eab08,54997533693136065,14751061,30000000
flashbots,10977695,0x158ac30af1e88454b6e741e1cbd6e14d79e9bb1b34ce1eddfe771c7cf0aa0ab0,0xb26f96664274e15fb6fcda862302e47de7e0e2a6687f8349327a9846043e42596ec44af676126e2cacbdd181f548e681,80904170297562303,11221259,30087483
flashbots,10977692,0x719c0a9d7cf3901f672d0b76fb72eb673abe2812b8f30a03f5c1019812623b12,0x840c9dafb68f5cd460b5d5677b85114e89187e7c890f11a8c5fc4a3e4f4aa74136ef0fcd62cf7de9741afcf7d4d3360d,65348982360904116,11848362,30116922
flashbots,10977688,0x94673f1ed13940d5f9fedf66778a16b20f8601bd81594cc4de930a704e7e0491,0xa21a2f4807a2bcb6b07c10cea241322e0910c30869c1e4eda686b0d69bdcb74d2a140ef994afcf0bb38e0b960df4d2ee,138246568530648963,10549418,30116979
flashbots,10977682,0x8abff9740fd27c45ee8907834861b958065d947d5ab7edeccccaf4e903346e32,0x850a00ffd1319a04114cff3793f8403ccbf026e0cf67ddca2f9fbb1a03e056a916becc686cdfe7714b111e35c92a74cf,65625065551225639,12489466,30117066
flashbots,10977681,0x03878f9d31bcf6b5ebf708d25352ad8cf90b01c9733edc714d10bb450927341e,0xa21a2f4807a2bcb6b07c10cea241322e0910c30869c1e4eda686b0d69bdcb74d2a140ef994afcf0bb38e0b960df4d2ee,127873723623585702,13528551,30146504
flashbots,10977673,0x93a0f1149bea57660fb2e09dc9ba45487d0dbbbcfd45473983d6014a34f80ad5,0x93582c97ac58670ba118aae52cf6355d8c680a2a538bf77c90873e3fe7ddc0a6dd231e2e2ea06bdc07e9b160883512a3,193080921896783000,15947012,30087799
flashbots,10977664,0x10af69fcf034016c1b0af08c4294ed8fb6f64d96c5bddd421c8c8ea6431ac91d,0xa21a2f4807a2bcb6b07c10cea241322e0910c30869c1e4eda686b0d69bdcb74d2a140ef994afcf0bb38e0b960df4d2ee,1758056939172740159,14125763,30117324
flashbots,10977625,0xb1f219b638cf3d5e1a7f35b0dfb7d275a6a718598bf5dce28712b71a408429bd,0xa21a2f4807a2bcb6b07c10cea241322e0910c30869c1e4eda686b0d69bdcb74d2a140ef994afcf0bb38e0b960df4d2ee,59523214842207109,13246256,30000000
flashbots,10977620,0x40203e9fda8eadb934ff97af5ae40e96d19e4541384dbbb0907650bb73d92557,0xad251e6b9047500c4849d283fe2fdd0f59ebb4750eed883a2fba4fdbef588f13114fe9420f19b1c53968f3a78fdbe930,79098892272090359,1449856,30113708
flashbots,10977600,0x58f02eff456bda1fdf424e836f372de49e1e91856792b6e1f5374e88037d0819,0xa21a2f4807a2bcb6b07c10cea241322e0910c30869c1e4eda686b0d69bdcb74d2a140ef994afcf0bb38e0b960df4d2ee,62799492807035741,11991114,30290954
flashbots,10977561,0x0d31071fd2ac4ff30d0e50f7dc6e39f495032171b99fd42d125ff6acfaace7ce,0xb67eaa5efcfa1d17319c344e1e5167811afbfe7922a2cf01c9a361f465597a5dc3a5472bd98843bac88d2541a78eab08,164017362247255813,24380185,30558910
flashbots,10977553,0xcc1faff1aca2fc595a62f08b6f367a35c2ea076def26925b0ecb7ba49046ece8,0x852a00817dd13ce36535855192e218ccad6d489f90605c501fd4294940550592426552006ebd44f0e661b73d58a9765c,695458420538329703,11495353,30559026
flashbots,10977540,0xb1c6a4fce5c535d7a2ec4d2b623eb06ffcf6f4fe3b3d9578e9e5c3a709af1f4e,0x840c9dafb68f5cd460b5d5677b85114e89187e7c890f11a8c5fc4a3e4f4aa74136ef0fcd62cf7de9741afcf7d4d3360d,1254594335652666529,12439501,30589071
flashbots,10977532,0xb398fb6c4b6f6f669a336ef3941b738df2e5f3c51dc38b7369349f6043d0b080,0xa9bd259c09a526915575d096fd659d1e207caa94c7f92d584d256a5090dd5d81369e8fe67b8cc89b87199084aa42e20a,128823287775861066,11495823,30648988
flashbots,10977522,0x4ce6d265ad8c6b450086d6a53792bbf750c88665a3eacf38136d057c38accabe,0xa21a2f4807a2bcb6b07c10cea241322e0910c30869c1e4eda686b0d69bdcb74d2a140ef994afcf0bb38e0b960df4d2ee,152295558656796893,10719464,30709052
flashbots,10977511,0x27e27a2b3a6ea7b44b426d6855f16984c801f5dbab766c0e86c906a6ef1abfdd,0xa00001792da52b2ad6606033396337f86e7598c8e0927d640bb649e0a9fe230df41f8ffd3403a5cd4fffd5131e2fbe47,187686665517095271,16440478,30619381
flashbots,10977502,0x7b68ae6e6a20ed1d346cf1a7a243fc8aff200299471e0e98f2aed00d8cb2c34c,0xb3a6dc1f159cd010d6d4999822337524576d9ef9d14f34dc7337a735f2d80cd4d64414da809661967df09f39320bc2df,13364219569705258186,11988090,30739332
flashbots,10977477,0xcf861a7507246c29586341b67b2b8bce3f2a9a2fec4911ae1b362642262e8b69,0x840c9dafb68f5cd460b5d5677b85114e89187e7c890f11a8c5fc4a3e4f4aa74136ef0fcd62cf7de9741afcf7d4d3360d,48408529536234784,8737734,30649774
flashbots,10977474,0x839a98e13dd8cb4912f2ea12235dc5ca0f6fbc26fac6e4fef92e57bec3ec392f,0xad251e6b9047500c4849d283fe2fdd0f59ebb4750eed883a2fba4fdbef588f13114fe9420f19b1c53968f3a78fdbe930,113646157502176338,2540972,30619902
flashbots,10977460,0x89db5d2c1763ffdea03fa9c69975ed77d8b693d6b3ef49595e52ca3b2fa011ad,0xa21a2f4807a2bcb6b07c10cea241322e0910c30869c1e4eda686b0d69bdcb74d2a140ef994afcf0bb38e0b960df4d2ee,160351645851357578,24439582,30500738
flashbots,10977444,0x2fcb09ef5ceac45a38676e0d7e1e3311c11824d68257b48e460e81ff38696cde,0xa21a2f4807a2bcb6b07c10cea241322e0910c30869c1e4eda686b0d69bdcb74d2a140ef994afcf0bb38e0b960df4d2ee,87445112036787668,14195041,30382066
flashbots,10977441,0xade5441199669ff00ffaaffea3bfa60f814f549d0536bd09c783d84a8accfeb4,0xa21a2f4807a2bcb6b07c10cea241322e0910c30869c1e4eda686b0d69bdcb74d2a140ef994afcf0bb38e0b960df4d2ee,145285290227457445,8198427,30411793
flashbots,10977440,0x9aaa6e8b74da1a1f3100a9d5db8c2a963199ee607c0122d860c7041f4292e716,0xa21a2f4807a2bcb6b07c10cea241322e0910c30869c1e4eda686b0d69bdcb74d2a140ef994afcf0bb38e0b960df4d2ee,161110820746308354,15155555,30441520
flashbots,10977438,0xc6040a4965d073bd39de7049794d79e8f8ba703afcfb69799709bc40af39827b,0xb67eaa5efcfa1d17319c344e1e5167811afbfe7922a2cf01c9a361f465597a5dc3a5472bd98843bac88d2541a78eab08,63040068715532454,17836017,30441549
flashbots,10977432,0x83bf2ae26cf05492f18f36c5b5c2254f77bf69bdf3f367968cd661b1fbc4e449,0x840c9dafb68f5cd460b5d5677b85114e89187e7c890f11a8c5fc4a3e4f4aa74136ef0fcd62cf7de9741afcf7d4d3360d,585925171449401826,9959723,30382240
flashbots,10977402,0x3bd8b8490d1afc57aa764dcb8e6dedd8b23a490d60efaa03c3c3bb36268f5149,0xa21a2f4807a2bcb6b07c10cea241322e0910c30869c1e4eda686b0d69bdcb74d2a140ef994afcf0bb38e0b960df4d2ee,77769432225872080,13986884,30323395
flashbots,10977399,0x221bd36cc56083afec576e6da9e2bfee443860159f6534dd0b49346df90a7f54,0xa21a2f4807a2bcb6b07c10cea241322e0910c30869c1e4eda686b0d69bdcb74d2a140ef994afcf0bb38e0b960df4d2ee,55009332061034348,11392460,30234735
flashbots,10977390,0x7ccecd7427674b4ca8cea0cecc87c4c83947476bc205064c406cbcfe5942f237,0xa21a2f4807a2bcb6b07c10cea241322e0910c30869c1e4eda686b0d69bdcb74d2a140ef994afcf0bb38e0b960df4d2ee,7359460525742030065,26169952,30323567
flashbots,10977372,0x85e5c2f2ef2215574d522e71dfdbe90402eaa1d89f9e5c5c1e36ea8e12cb7158,0xacb407cfb554255db2fbbb320f79bb7f1cc1e8d2dc43324e8e31baafd0836340d49c43eebc51828f53bf6d364f9ac207,145083312543962347,9759043,30205612
flashbots,10977371,0x8a575a32d698d1cc1b4794165f1c5493e7862ea07c2972b50a820ad4d4b28397,0xa9bd259c09a526915575d096fd659d1e207caa94c7f92d584d256a5090dd5d81369e8fe67b8cc89b87199084aa42e20a,103645942240322617,9357352,30235137
flashbots,10977363,0x3b5d45578ebeac26ad2f124b5384cf5921a512cf46264a32a43efa7b1fef7602,0xacb407cfb554255db2fbbb320f79bb7f1cc1e8d2dc43324e8e31baafd0836340d49c43eebc51828f53bf6d364f9ac207,547408306257761665,12108623,30058619
flashbots,10977353,0x97a23304748d650d9507af890753b274c15197ee6ef8eb4f389cfefd2c505b28,0xb26f96664274e15fb6fcda862302e47de7e0e2a6687f8349327a9846043e42596ec44af676126e2cacbdd181f548e681,112676326025704009,9814514,30029266
flashbots,10977344,0x88f720aea614557ac3f8bcf3645784d9722eb62dbd09daae9f4cff63487db155,0xa21a2f4807a2bcb6b07c10cea241322e0910c30869c1e4eda686b0d69bdcb74d2a140ef994afcf0bb38e0b960df4d2ee,148588050656620630,14800871,30000000
flashbots,10977332,0xff0dc542d40bd1475808b8c022699078d709113f3574310b126744b8d5a523fc,0xacb407cfb554255db2fbbb320f79bb7f1cc1e8d2dc43324e8e31baafd0836340d49c43eebc51828f53bf6d364f9ac207,167627651266325821,9110784,30000000
flashbots,10977317,0x89b226e19c5b5d6cbaea0175d0006a642fc00722f4ddadf8451d0f77f0784604,0xaaf294c49fe14a402c7ffba447ec001032a8e9ff4cb4723c2f62aa0e76a707c7acb0abf545116c8221db50fed0d0d25c,1678704535731060274,12571324,30029295
flashbots,10977316,0x410f0b6181da65d482b64d60eadfb4139d6775c6c736e96aff1a89bf1b5eb58f,0x8c344feeb5426018c1855bc33cf739c15ce43fe780fc13275163f3c33075318619e6b2151407f87a970be24443c9cea4,5566323525637781757,3593022,30000000
flashbots,10977300,0xb6cedf5c622b1c63cc840ffae8255b9b8d489129fb384d24806b8cb021a9df08,0xaaf294c49fe14a402c7ffba447ec001032a8e9ff4cb4723c2f62aa0e76a707c7acb0abf545116c8221db50fed0d0d25c,6390486551193174337,13864148,30029295
flashbots,10977286,0xe727bc785c94e3a3841a0c5019f0fea1cb9ecb070ff4b4a12d65280461e0d238,0x850a00ffd1319a04114cff3793f8403ccbf026e0cf67ddca2f9fbb1a03e056a916becc686cdfe7714b111e35c92a74cf,240014895542360362,9871555,30087370
flashbots,10977270,0xcd6d4e6688533fe3febb7132bda8fe4550cc85529db1a37ce0f0dea18c5a6499,0xa00003f73b2dd7971dd3030d6af2ba42bdf9cd02197026fee7572f3b8147137cca109048cece90fdd0f73a5d9b5b5e41,2038925008060628335,150438,30175858
flashbots,10977266,0x51395bf2d82d2a7432055419ce2fd6377c9c63dcb377ebc491a5676505bacedc,0xb67eaa5efcfa1d17319c344e1e5167811afbfe7922a2cf01c9a361f465597a5dc3a5472bd98843bac88d2541a78eab08,1699462968645580494,30165993,30175915
flashbots,10977265,0x4adce95a08ee07998c08e6fc1944c8d90d96538d67c4f91d048af2a7161338ec,0x83bee51799e65130296f5d60ce7d78119578db6045c3c3631980514abae0be0f9b65fe82eb0c9a79d6d99030112c874c,982003664516030336,10930801,30146477
flashbots,10977263,0x65f5d025542403a9baa93da2f81cc07b3dbf8fc176be588fa7cacd4d7438221f,0x83bee51799e65130296f5d60ce7d78119578db6045c3c3631980514abae0be0f9b65fe82eb0c9a79d6d99030112c874c,7183956610309282816,10182971,30146505
flashbots,10977258,0xfe3326301780da633bdf2478cecac75ba3a607e9d0ff0296fef42a6ca57b6b97,0xa32aadb23e45595fe4981114a8230128443fd5407d557dc0c158ab93bc2b88939b5a87a84b6863b0d04a4b5a2447f847,271365387277522017,12818243,30117152
flashbots,10977256,0x1a5ed45704217f4a925ae25534bf13f812198ad06de9a71d8cd60988de49a66d,0xa2d994ea26d7c3b94b444fc2f2a6070d5cc8164e51d1a5c65db8ad6381ba5fc5e0eb3aa088b46e8da96b5167f9b97569,126569505697896184,8470924,30117181
flashbots,10977246,0x6e2dbf8fae77c18a26465576db57c68cafae77bbbd02741f508ed0b9829a26af,0x83bee51799e65130296f5d60ce7d78119578db6045c3c3631980514abae0be0f9b65fe82eb0c9a79d6d99030112c874c,1331046321451981312,8050033,30117325
flashbots,10977243,0x455e10ee1edafcf17d90bcf2e289c709769782a064adddc5c2c5a5c633b61cea,0x83bee51799e65130296f5d60ce7d78119578db6045c3c3631980514abae0be0f9b65fe82eb0c9a79d6d99030112c874c,4752543820218001408,4415893,30087972
flashbots,10977239,0xb1b77dfe37f3745714691a5f7c3040e600527616ca4b3e104f744f6492d3e545,0xa21a2f4807a2bcb6b07c10cea241322e0910c30869c1e4eda686b0d69bdcb74d2a140ef994afcf0bb38e0b960df4d2ee,1390865458725221528,19018488,30029295
flashbots,10977237,0xe821666e545bcca06b1d0bb8cb7b9b2ab3981d8d9e135a5da9ef8d6bebffb9ce,0x93582c97ac58670ba118aae52cf6355d8c680a2a538bf77c90873e3fe7ddc0a6dd231e2e2ea06bdc07e9b160883512a3,311178713723214279,16318166,30000000
flashbots,10977227,0xfde46ae792518a8fa3d0a5d98e2c28a8372bae9c08444020a601077deb465bed,0x83bee51799e65130296f5d60ce7d78119578db6045c3c3631980514abae0be0f9b65fe82eb0c9a79d6d99030112c874c,496742348204943040,6328370,30058619
flashbots,10977225,0x060643d2fb9371887b09b1c7ccacfbe083f99162d01c77b5c97b8d4de8740846,0x95c8cc31f8d4e54eddb0603b8f12d59d466f656f374bde2073e321bdd16082d420e3eef4d62467a7ea6b83818381f742,22997178449967556355,21873496,30000000
flashbots,10977223,0xe7f7e4ead3078b0ee83f491b07e4414d349cfb9102cb9d1eae40e4e627c6b942,0xa21a2f4807a2bcb6b07c10cea241322e0910c30869c1e4eda686b0d69bdcb74d2a140ef994afcf0bb38e0b960df4d2ee,92818434586844718,12315383,30029295
flashbots,10977218,0x7bd2fbc9b460610dee38500de4c6e786d0cbef9c5e8a9d0f0ce0c9f103879053,0xb67eaa5efcfa1d17319c344e1e5167811afbfe7922a2cf01c9a361f465597a5dc3a5472bd98843bac88d2541a78eab08,197953998342139218,12086411,30000000
flashbots,10977215,0x55682a2c950e018cda5f0da7c83dc83a29f02717c954e9555d7876ad04768bbc,0xb193dcaf1d485ba78094cb6b4126bff77e08c1244dff814447d3a31d9030b2584b369244ea67f13d48a02fa907b05f3a,416102640863049268,8560986,30056497
flashbots,10977212,0xbf2732ac8c1f72ab5dc1794ff120d6a09aca2595a3f90854d475f35d586b289b,0xb67eaa5efcfa1d17319c344e1e5167811afbfe7922a2cf01c9a361f465597a5dc3a5472bd98843bac88d2541a78eab08,347513188340462371,19997988,30085905
flashbots,10977194,0x33661d2bec1a0406f0e1ee2294bf181f00190651c3747bde9b05af6e3216e38d,0xa21a2f4807a2bcb6b07c10cea241322e0910c30869c1e4eda686b0d69bdcb74d2a140ef994afcf0bb38e0b960df4d2ee,344824831352180977,13627110,30144981
flashbots,10977189,0x641125e288b085a1dafb87694c72f7c3ab159c43aa4ca43b817e239825e55dab,0x840c9dafb68f5cd460b5d5677b85114e89187e7c890f11a8c5fc4a3e4f4aa74136ef0fcd62cf7de9741afcf7d4d3360d,308206681395901504,18384916,30233494
flashbots,10977185,0x25e789f6cca5be654600edfd29d4b08313449ebd4f953bb51e3fc5111197b45b,0xa00001792da52b2ad6606033396337f86e7598c8e0927d640bb649e0a9fe230df41f8ffd3403a5cd4fffd5131e2fbe47,1202501109693879066,13572783,30174562
flashbots,10977176,0xc4701a33fda8dec2d8a48a0454b727729ecca92e744e05a45dde0223b3c67fa4,0xa21a2f4807a2bcb6b07c10cea241322e0910c30869c1e4eda686b0d69bdcb74d2a140ef994afcf0bb38e0b960df4d2ee,283072945708165115,12675933,30233667
flashbots,10977146,0x58ffd18688e74f87f83ef88d968031e2b94e8b89592d755c3f65f8ce5ef257a3,0xb193dcaf1d485ba78094cb6b4126bff77e08c1244dff814447d3a31d9030b2584b369244ea67f13d48a02fa907b05f3a,752090893926965857,7868236,30352425
flashbots,10977143,0xa540e571739164c268bfa09d65ba5510c95e842bbf9c055c920d0a1adcf8e02c,0x83bee51799e65130296f5d60ce7d78119578db6045c3c3631980514abae0be0f9b65fe82eb0c9a79d6d99030112c874c,2492033745628856832,5043193,30322843
flashbots,10977125,0xd1099d4da8a92ac14e3d77cf86345c0e23f076b762f0fdac63e5b25323f11f23,0xacb407cfb554255db2fbbb320f79bb7f1cc1e8d2dc43324e8e31baafd0836340d49c43eebc51828f53bf6d364f9ac207,758960543042513283,12963861,30382384
flashbots,10977123,0x12743de29b5d3ab8c041f0ace5141a557867dac175b495acfa1391c36c6c04c8,0xa21a2f4807a2bcb6b07c10cea241322e0910c30869c1e4eda686b0d69bdcb74d2a140ef994afcf0bb38e0b960df4d2ee,762576206326598022,19570106,30323133
